title,description,employer,location,job_url,tags,featured
"Associate Director or Director, Technical Services",Join NYSERDA as Associate Director or Director of Technical Services in New York. Lead building decarbonization efforts and engage with stakeholders to enhance energy efficiency. Enjoy a competitive salary and excellent benefits.,NYSERDA,"New York, NY, United States",https://rejobs.org/en/renewable-energy-jobs/102171-associate-director-or-director-technical-services-nyserda,Clean Energy Solutions | Building Energy Performance | Policy and Regulatory Analysis | Stakeholder Management | Project Management,False
Electrical Engineer,"Join Nextracker as an Electrical Engineer in Sorocaba, Brazil.",Nextracker,"Sorocaba, Brazil",https://rejobs.org/en/renewable-energy-jobs/102379-electrical-engineer-nextracker,Grid Integration | Power Electronics | Electrical Engineering,False
"Program Manager, Market Scaling","Lead Market Scaling at NYSERDA in New York, NY. Drive clean energy initiatives and partnerships.",NYSERDA,"New York, NY, United States",https://rejobs.org/en/renewable-energy-jobs/102173-program-manager-market-scaling-nyserda,Clean Energy Solutions | Building Energy Performance | Energy Policy,False
Systems Integration Engineer,"Join Tigo Energy as a Systems Integration Engineer in Los Gatos, USA.","Tigo Energy, Inc.","Los Gatos, United States",https://rejobs.org/en/renewable-energy-jobs/102191-systems-integration-engineer-tigo-energy-inc,Battery Technology | Distributed Energy Resources | EPC Management | Photovoltaic Systems | Power Electronics,False
OT Security Engineer (m/w/d),"Join BayWa r.e. as an OT Security Engineer in Munich, Germany, ensuring cybersecurity for critical infrastructure.",BayWa r.e.,"Munich, Germany",https://rejobs.org/en/renewable-energy-jobs/102016-ot-security-engineer-mwd-baywa-re,Energy Trading | Industrial Engineering | SCADA | Compliance | Cybersecurity,False
Solar Appointment Setter,"Join Sunrun as a Solar Appointment Setter in Long Beach, USA!",Sunrun,"Long Beach, United States",https://rejobs.org/en/renewable-energy-jobs/101820-solar-appointment-setter-sunrun,Community Solar | Photovoltaic Systems | Solar Installation | Solar O&M | Solar Resource Assessment | Energy Access,False
Senior Market Risk Analyst (m/w/d),Join STX Group as a Senior Market Risk Analyst in Amsterdam!,STX Group,"Amsterdam, the Netherlands",https://rejobs.org/en/renewable-energy-jobs/101605-senior-market-risk-analyst-mwd-stx-group,Environmental Management | Energy Economics | Energy Trading | Biofuels | Risk Management,False
International Sales Broker,Join OTC Flow as an International Sales Broker in Amsterdam!,OTC FLOW,"Amsterdam, the Netherlands",https://rejobs.org/en/renewable-energy-jobs/101666-international-sales-broker-otc-flow,Environmental Management | Clean Energy Investment | Customer Management | Energy Trading | Business Development,False
Sustainability Business Partner,Join STX Group as a Sustainability Business Partner in Amsterdam!,STX Group,"Amsterdam, the Netherlands",https://rejobs.org/en/renewable-energy-jobs/101617-sustainability-business-partner-stx-group,Biogas Energy | Project Management | Stakeholder Management,False
Junior Specialist Investment Management (m/f/d),"Join GOLDBECK SOLAR as a Junior Specialist in Investment Management in Komorniki, Poland.",GOLDBECK SOLAR Group,"Komorniki, Poland",https://rejobs.org/en/renewable-energy-jobs/102122-junior-specialist-investment-management-mfd-goldbeck-solar-group,Photovoltaic Systems | Energy Asset Valuation | Energy Due Diligence | Project Management,False
Decarbonization Strategy Manager (m/w/d),Join STX Group as a Decarbonization Strategy Manager in Amsterdam!,STX Group,"Amsterdam, the Netherlands",https://rejobs.org/en/renewable-energy-jobs/101675-decarbonization-strategy-manager-mwd-stx-group,Clean Energy Solutions | Energy Consulting | Power Purchase Agreement | Stakeholder Management | Project Management,False
Stringer Operator (m/w/d),"Join Silfab Solar as a Stringer Operator in Burlington, WA, and help shape the future of clean energy.",Silfab Solar,"Burlington, Washington, United States",https://rejobs.org/en/renewable-energy-jobs/102178-stringer-operator-mwd-silfab-solar,Photovoltaic Systems | Power Electronics | Solar Installation | Solar O&M | Preventive Maintenance | Manufacturing,False
Head of Investment,Lead investment strategies at CrossBoundary Energy in London or Nairobi.,CrossBoundary Energy,"Nairobi, Kenya",https://rejobs.org/en/renewable-energy-jobs/102267-head-of-investment-crossboundary-energy,Energy Policy | Portfolio Management | Risk Management | Energy Economics | Fundraising & Financing,False
Senior Renewable Energy Development Expert,"Join MET Group as a Senior Renewable Energy Development Expert in Baar, Switzerland.",MET Group,"Baar, Switzerland",https://rejobs.org/en/renewable-energy-jobs/101628-senior-renewable-energy-development-expert-met-group,Battery Technology | EPC Management | Repowering | Wind Farms | Risk Management | Stakeholder Management | Project Management,False
Senior Legal Assistant,"Join Bloom Energy as a Senior Legal Assistant in San Jose, CA.",Bloom Energy,"San Jose, California, United States",https://rejobs.org/en/renewable-energy-jobs/102338-senior-legal-assistant-bloom-energy,Contract Management | Energy Governance | Energy Policy | Compliance | Legal Services,False
Business Account Manager (m/w/d),"Join Good Energy as a Business Account Manager in Chippenham, UK. Manage FiT customers, ensuring compliance and satisfaction.",Good Energy,"Chippenham, United Kingdom",https://rejobs.org/en/renewable-energy-jobs/101291-business-account-manager-mwd-good-energy,Community Energy | Energy Policy | Business Development | Customer Management,False
Senior Renewable Energy Analyst (m/w/d),Join Natural Power as a Senior Renewable Energy Analyst in the US.,Natural Power,"Seattle, Washington, United States",https://rejobs.org/en/renewable-energy-jobs/101226-senior-renewable-energy-analyst-mwd-natural-power,Battery Technology | Energy Analytics | Photovoltaic Systems | Solar Resource Assessment | Energy Consulting,False
Field Service Engineer,"Join Eos Energy Enterprises as a Field Service Engineer in Edison, United States.",Eos Energy Enterprises,"Edison, United States",https://rejobs.org/en/renewable-energy-jobs/101468-field-service-engineer-eos-energy-enterprises,Battery Management Systems | Battery Technology | Power Electronics | Electrical Engineering,False
Senior BESS Electrical Engineer (m/w/d),"Join SOLV Energy as a Senior BESS Electrical Engineer in Raleigh, USA.","SOLV Energy, LLC","Raleigh, United States",https://rejobs.org/en/renewable-energy-jobs/101248-senior-bess-electrical-engineer-mwd-solv-energy-llc,Battery Management Systems | Distributed Energy Resources | Power Electronics | Battery Technology,False
Solar Appointment Setter,"Join Sunrun as a Solar Appointment Setter in Long Beach, USA!",Sunrun,"Long Beach, United States",https://rejobs.org/en/renewable-energy-jobs/100919-solar-appointment-setter-sunrun,Community Solar | Photovoltaic Systems | Solar Installation | Solar O&M | Solar Resource Assessment | Energy Access,False
External Service Manager,"Join Sol-Ark as an External Service Manager in Allen, Texas, overseeing ASC performance and support.",Sol-Ark,"Allen, Texas, United States",https://rejobs.org/en/renewable-energy-jobs/101583-external-service-manager-sol-ark,Distributed Energy Resources | EPC Management | Hybrid Power Plants | Solar O&M | Inverter Technology,False
Resource Traveling Wind Turbine Technician II (m/w/d),"Join Vestas as a Resource Traveling Wind Turbine Technician II in Texas! Support wind energy operations and enjoy a $2,500 sign-on bonus.",Vestas,"Dallas, Texas, United States",https://rejobs.org/en/renewable-energy-jobs/100964-resource-traveling-wind-turbine-technician-ii-mwd-vestas,EPC Management | Onshore Wind Energy | Turbine Operations | Wind O&M | Wind Turbine Technician | Safety Management,False
Senior Permitting and Regulatory Officer,"Join CrossBoundary Energy as a Senior Permitting and Regulatory Officer in Kinshasa or Lubumbashi, DRC. Lead permitting for renewable energy projects and engage with local authorities. Enjoy a dynamic team environment focused on impactful change.",CrossBoundary Energy,"Kinshasa, Democratic Republic of the Congo",https://rejobs.org/en/renewable-energy-jobs/101399-senior-permitting-and-regulatory-officer-crossboundary-energy,Energy Policy | Environmental Impact Assessment | Permitting | Regulatory Compliance,False
Expression of Interest - 2027 Apprentice Program,Join TransGrid's 2027 Apprentice Program in Australia!,TransGrid,"Tamworth, NSW, Australia",https://rejobs.org/en/renewable-energy-jobs/100799-expression-of-interest-2027-apprentice-program-transgrid,High Voltage | Electrical Engineering,False
Project Lifecycle Planner,"Join CrossBoundary Energy as a Project Lifecycle Planner in Cape Town, South Africa.",CrossBoundary Energy,"Cape Town, South Africa",https://rejobs.org/en/renewable-energy-jobs/100709-project-lifecycle-planner-crossboundary-energy,EPC Management | Energy Asset Valuation | Cost Management | Project Management,False
Senior Energy Transition Champion,Join Bloom Energy as a Senior Energy Transition Champion in the US!,Bloom Energy,"Houston, Texas, United States",https://rejobs.org/en/renewable-energy-jobs/100782-senior-energy-transition-champion-bloom-energy,Clean Energy Solutions | Energy Economics | Energy Policy | Stakeholder Management | Technical Support,False
Solar Appointment Setter,"Join Sunrun as a Solar Appointment Setter in Chicago, USA!",Sunrun,"Chicago, United States",https://rejobs.org/en/renewable-energy-jobs/100268-solar-appointment-setter-sunrun,Community Solar | Photovoltaic Systems | Solar Installation | Solar O&M | Energy Access | Customer Management,False
Project Controller (m/w/d),"Join GOLDBECK SOLAR as a Project Controller in Farnborough, UK.",GOLDBECK SOLAR Group,"Farnborough, United Kingdom",https://rejobs.org/en/renewable-energy-jobs/100585-project-controller-mwd-goldbeck-solar-group,EPC Management | Energy Analytics | Photovoltaic Systems | Project Management,False
Office Manager,"Join Aerones as an Office Manager in Denton, Texas!",Aerones,"Denton, Texas, United States",https://rejobs.org/en/renewable-energy-jobs/100580-office-manager-aerones,Wind Farms | Operations Management | Project Management | Clean Energy Innovation | Engineering Management,False
Sr Hardware/Firmware Architect,"Join Sol-Ark as a Sr Hardware/Firmware Architect in Allen, Texas. Lead innovative solar solutions.",Sol-Ark,"Allen, Texas, United States",https://rejobs.org/en/renewable-energy-jobs/100857-sr-hardwarefirmware-architect-sol-ark,Hybrid Power Plants | Photovoltaic Systems | Power Electronics | Solar Installation,False
Senior Application Engineer (m/w/d),"Join Sol-Ark as a Senior Application Engineer in Allen, Texas. Drive solar innovation and support technical sales.",Sol-Ark,"Allen, Texas, United States",https://rejobs.org/en/renewable-energy-jobs/100859-senior-application-engineer-mwd-sol-ark,EPC Management | Photovoltaic Systems | Power Electronics | Solar Installation | Solar O&M | Training & Development,False
Summer 2026 Intern,"Join Thea Energy as a Summer 2026 Intern in Kearny, New Jersey!",Thea Energy,"Kearny, New Jersey, United States",https://rejobs.org/en/renewable-energy-jobs/100646-summer-2026-intern-thea-energy,Clean Energy Solutions | Manufacturing | Mechanical Engineering,False
RMS Coordinator,"Join SELCO Foundation as an RMS Coordinator in Bengaluru, India, focusing on clean energy solutions.",SELCO Foundation,"Bengaluru, India",https://rejobs.org/en/renewable-energy-jobs/100670-rms-coordinator-selco-foundation,Resource Management | Training & Development | Energy Access,False
Embedded/Hardware Test Automation Engineer,"Join Sol-Ark as an Embedded/Hardware Test Automation Engineer in Allen, Texas. Drive innovation in solar technology with a competitive salary and top-tier benefits.",Sol-Ark,"Allen, Texas, United States",https://rejobs.org/en/renewable-energy-jobs/100854-embeddedhardware-test-automation-engineer-sol-ark,Electrical Engineering | Power Electronics | Quality Assurance | Hardware Engineering,False
Frontend Developer,Join Ameresco as a Frontend Developer in the UK!,Ameresco,United Kingdom,https://rejobs.org/en/renewable-energy-jobs/100452-frontend-developer-ameresco,Distributed Energy Resources | Smart Energy Systems,False
